Date/Time,Longitude (x),Latitude (y),Station Name,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),extremes,extremes_smoothing,Wind Spd (km/h),humidity_mean
2013-11-09,-75.72,45.38,OTTAWA CDA,6105976.0,3.0,-3.5,-0.3,18.3,0.0,10.8,0.0,10.8,0.0,-9.0,-7.254810331658499,12.833333333333336,0.0
2013-11-10,-75.72,45.38,OTTAWA CDA,6105976.0,7.0,-0.5,3.3,14.7,0.0,2.6,0.0,2.6,0.0,0.0,-3.6274051658292494,20.83333333333333,0.0
2013-11-11,-75.72,45.38,OTTAWA CDA,6105976.0,4.8,-1.0,1.9,16.1,0.0,2.8,0.0,2.8,0.0,-13.0,-8.313702582914624,24.29166666666667,0.0
2013-11-12,-75.72,45.38,OTTAWA CDA,6105976.0,-1.7,-5.0,-3.4,21.4,0.0,0.0,0.0,0.0,0.0,-15.0,-11.656851291457311,27.41666666666667,0.0
2013-11-13,-75.72,45.38,OTTAWA CDA,6105976.0,2.8,-10.1,-3.7,21.7,0.0,0.0,0.0,0.0,0.0,-15.0,-13.328425645728656,17.708333333333332,0.0
2013-11-14,-75.72,45.38,OTTAWA CDA,6105976.0,7.4,-0.9,3.3,14.7,0.0,0.0,0.0,0.0,0.0,-3.0,-8.164212822864329,19.5,0.0
2013-11-15,-75.72,45.38,OTTAWA CDA,6105976.0,10.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0821064114321635,14.041666666666664,0.0
2013-11-16,-75.72,45.38,OTTAWA CDA,6105976.0,13.0,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0410532057160817,9.75,0.0
2013-11-17,-75.72,45.38,OTTAWA CDA,6105976.0,14.0,1.5,7.8,10.2,0.0,7.8,0.0,7.8,0.0,0.0,-1.0205266028580409,16.083333333333332,0.0
2013-11-18,-75.72,45.38,OTTAWA CDA,6105976.0,10.2,5.3,7.8,10.2,0.0,0.5,0.0,0.5,0.0,-7.0,-4.0102633014290205,36.41666666666666,0.0
2013-11-19,-75.72,45.38,OTTAWA CDA,6105976.0,0.6,-1.6,-0.5,18.5,0.0,0.0,0.0,0.0,0.0,-11.0,-7.505131650714509,28.0,0.0
2013-11-20,-75.72,45.38,OTTAWA CDA,6105976.0,1.8,-8.4,-3.3,21.3,0.0,0.0,0.0,0.0,0.0,-14.0,-10.752565825357255,7.833333333333332,0.0
2013-11-21,-75.72,45.38,OTTAWA CDA,6105976.0,4.1,-6.5,-1.2,19.2,0.0,1.2,0.0,1.2,0.0,-14.0,-12.376282912678628,10.833333333333336,0.0
2013-11-22,-75.72,45.38,OTTAWA CDA,6105976.0,5.0,0.2,2.6,15.4,0.0,0.6,0.0,0.6,0.0,-9.0,-10.688141456339313,12.583333333333336,0.0
2013-11-23,-75.72,45.38,OTTAWA CDA,6105976.0,-3.5,-5.0,-4.3,22.3,0.0,0.0,3.0,1.0,0.0,-20.0,-15.344070728169653,23.66666666666667,0.0
2013-11-24,-75.72,45.38,OTTAWA CDA,6105976.0,-7.0,-12.0,-9.5,27.5,0.0,0.0,0.0,0.0,2.0,-23.0,-19.172035364084827,30.5,0.0
2013-11-25,-75.72,45.38,OTTAWA CDA,6105976.0,0.9,-14.5,-6.8,24.8,0.0,0.0,0.0,0.0,2.0,-22.0,-20.586017682042414,16.625,0.0
2013-11-26,-75.72,45.38,OTTAWA CDA,6105976.0,3.0,-1.0,1.0,17.0,0.0,0.0,10.0,10.0,1.0,-5.0,-12.793008841021207,13.125,0.0
2013-11-27,-75.72,45.38,OTTAWA CDA,6105976.0,1.0,-0.6,0.2,17.8,0.0,0.0,12.0,7.9,12.0,-17.0,-14.896504420510604,23.70833333333333,0.0
2013-11-28,-75.72,45.38,OTTAWA CDA,6105976.0,-6.0,-9.5,-7.8,25.8,0.0,0.0,0.0,0.0,15.0,-19.0,-16.9482522102553,23.75,0.0
2013-11-29,-75.72,45.38,OTTAWA CDA,6105976.0,-6.8,-18.9,-12.9,30.9,0.0,0.0,0.0,0.0,15.0,-25.0,-20.97412610512765,9.0,0.0
2013-11-30,-75.72,45.38,OTTAWA CDA,6105976.0,-5.5,-20.0,-12.8,30.8,0.0,0.0,2.0,1.8,14.0,-27.0,-23.987063052563826,11.291666666666664,0.0
2013-12-01,-75.72,45.38,OTTAWA CDA,6105976.0,-1.7,-10.0,-5.9,23.9,0.0,0.0,0.8,1.0,15.0,-14.0,-18.993531526281913,12.291666666666664,0.0
2013-12-02,-75.72,45.38,OTTAWA CDA,6105976.0,-0.6,-2.9,-1.8,19.8,0.0,0.0,0.0,0.0,14.0,-8.0,-13.496765763140955,12.416666666666664,0.0
2013-12-03,-75.72,45.38,OTTAWA CDA,6105976.0,1.2,-1.5,-0.2,18.2,0.0,0.0,0.0,0.0,14.0,-8.0,-10.748382881570478,7.291666666666668,0.0
2013-12-04,-75.72,45.38,OTTAWA CDA,6105976.0,1.1,-6.5,-2.7,20.7,0.0,0.0,0.0,0.0,13.0,-12.0,-11.374191440785241,11.125,0.0
2013-12-05,-75.72,45.38,OTTAWA CDA,6105976.0,7.2,-0.6,3.3,14.7,0.0,0.2,0.0,0.2,13.0,-7.0,-9.18709572039262,20.416666666666668,0.0
2013-12-06,-75.72,45.38,OTTAWA CDA,6105976.0,1.5,-0.5,0.5,17.5,0.0,0.0,0.0,0.0,5.0,-9.0,-9.09354786019631,14.833333333333336,0.0
2013-12-07,-75.72,45.38,OTTAWA CDA,6105976.0,-3.0,-7.0,-5.0,23.0,0.0,0.0,0.0,0.0,4.0,-13.0,-11.046773930098157,15.75,0.0
2013-12-08,-75.72,45.38,OTTAWA CDA,6105976.0,-1.6,-11.5,-6.6,24.6,0.0,0.0,2.0,1.4,4.0,-14.0,-12.523386965049074,7.916666666666668,0.0
2013-12-09,-75.72,45.38,OTTAWA CDA,6105976.0,1.7,-6.5,-2.4,20.4,0.0,0.0,3.0,2.1,4.0,-15.0,-13.761693482524539,21.5,0.0
2013-12-10,-75.72,45.38,OTTAWA CDA,6105976.0,-5.0,-6.5,-5.8,23.8,0.0,0.0,0.0,0.0,6.0,-16.0,-14.88084674126227,18.75,0.0
2013-12-11,-75.72,45.38,OTTAWA CDA,6105976.0,-6.3,-12.8,-9.6,27.6,0.0,0.0,0.0,0.0,5.0,-23.0,-18.940423370631134,17.541666666666668,0.0
2013-12-12,-75.72,45.38,OTTAWA CDA,6105976.0,-7.4,-22.3,-14.9,32.9,0.0,0.0,0.0,0.0,5.0,-27.0,-22.970211685315572,13.125,0.0
2013-12-13,-75.72,45.38,OTTAWA CDA,6105976.0,-14.3,-16.0,-15.2,33.2,0.0,0.0,0.0,0.0,5.0,-28.0,-25.485105842657784,19.0,0.0
2013-12-14,-75.72,45.38,OTTAWA CDA,6105976.0,-11.5,-23.0,-17.3,35.3,0.0,0.0,15.0,10.0,5.0,-33.0,-29.242552921328894,17.208333333333332,0.0
2013-12-15,-75.72,45.38,OTTAWA CDA,6105976.0,-9.1,-19.5,-14.3,32.3,0.0,0.0,1.5,0.6,20.0,-30.0,-29.621276460664447,17.583333333333332,0.0
2013-12-16,-75.72,45.38,OTTAWA CDA,6105976.0,-17.0,-21.8,-19.4,37.4,0.0,0.0,0.0,0.0,20.0,-33.0,-31.310638230332227,16.333333333333332,0.0
2013-12-17,-75.72,45.38,OTTAWA CDA,6105976.0,-15.1,-29.2,-22.2,40.2,0.0,0.0,1.5,0.4,19.0,-39.0,-35.15531911516611,12.416666666666664,0.0
2013-12-18,-75.72,45.38,OTTAWA CDA,6105976.0,-6.5,-17.4,-12.0,30.0,0.0,0.0,3.0,1.9,19.0,-25.0,-30.07765955758305,6.583333333333332,0.0
2013-12-19,-75.72,45.38,OTTAWA CDA,6105976.0,0.8,-10.2,-4.7,22.7,0.0,0.0,3.0,2.9,19.0,-12.0,-21.038829778791527,9.416666666666666,0.0
2013-12-20,-75.72,45.38,OTTAWA CDA,6105976.0,-3.1,-5.1,-4.1,22.1,0.0,0.0,11.5,9.0,20.0,-13.0,-17.019414889395758,13.75,0.0
2013-12-21,-75.72,45.38,OTTAWA CDA,6105976.0,-5.0,-7.5,-6.3,24.3,0.0,6.0,12.0,18.0,27.0,-14.0,-15.50970744469788,12.083333333333336,0.0
2013-12-22,-75.72,45.38,OTTAWA CDA,6105976.0,-5.0,-7.0,-6.0,24.0,0.0,2.0,0.0,2.0,37.0,-15.0,-15.25485372234894,20.70833333333333,0.0
2013-12-23,-75.72,45.38,OTTAWA CDA,6105976.0,-6.0,-8.2,-7.1,25.1,0.0,0.0,0.0,0.0,32.0,-22.0,-18.62742686117447,12.208333333333336,0.0
2013-12-24,-75.72,45.38,OTTAWA CDA,6105976.0,-15.5,-20.6,-18.1,36.1,0.0,0.0,0.0,0.0,33.0,-30.0,-24.313713430587235,15.041666666666664,0.0
2013-12-25,-75.72,45.38,OTTAWA CDA,6105976.0,-14.5,-27.0,-20.8,38.8,0.0,0.0,1.5,0.6,33.0,-33.0,-28.656856715293614,10.458333333333334,0.0
2013-12-26,-75.72,45.38,OTTAWA CDA,6105976.0,-9.0,-18.0,-13.5,31.5,0.0,0.0,2.4,1.6,35.0,-26.0,-27.328428357646807,11.125,0.0
2013-12-27,-75.72,45.38,OTTAWA CDA,6105976.0,1.8,-12.5,-5.4,23.4,0.0,0.0,0.0,0.0,35.0,-16.0,-21.664214178823404,9.291666666666666,0.0
2013-12-28,-75.72,45.38,OTTAWA CDA,6105976.0,2.4,-10.5,-4.1,22.1,0.0,0.0,0.0,0.0,35.0,-12.0,-16.8321070894117,15.666666666666664,0.0
2013-12-29,-75.72,45.38,OTTAWA CDA,6105976.0,1.5,-6.0,-2.3,20.3,0.0,0.0,0.0,0.0,30.0,-16.0,-16.41605354470585,14.041666666666664,0.0
2013-12-30,-75.72,45.38,OTTAWA CDA,6105976.0,-16.1,-19.3,-17.7,35.7,0.0,0.0,0.0,0.0,29.0,-31.0,-23.708026772352923,21.33333333333333,0.0
2013-12-31,-75.72,45.38,OTTAWA CDA,6105976.0,-15.5,-21.8,-18.7,36.7,0.0,0.0,1.0,0.9,29.0,-30.0,-26.85401338617646,10.208333333333334,0.0
2014-01-01,-75.72,45.38,OTTAWA CDA,6105976.0,-19.2,-23.0,-21.1,39.1,0.0,0.0,0.0,0.0,30.0,-35.0,-30.92700669308823,14.541666666666664,0.0
2014-01-02,-75.72,45.38,OTTAWA CDA,6105976.0,-20.8,-27.1,-24.0,42.0,0.0,0.0,0.0,0.0,29.0,-40.0,-35.463503346544115,17.291666666666668,0.0
2014-01-03,-75.72,45.38,OTTAWA CDA,6105976.0,-21.0,-28.1,-24.6,42.6,0.0,0.0,0.3,0.0,29.0,-39.0,-37.231751673272065,15.041666666666664,0.0
2014-01-04,-75.72,45.38,OTTAWA CDA,6105976.0,-8.5,-27.5,-18.0,36.0,0.0,0.0,7.5,2.6,29.0,-35.0,-36.115875836636036,14.458333333333336,0.0
2014-01-05,-75.72,45.38,OTTAWA CDA,6105976.0,5.8,-12.0,-3.1,21.1,0.0,13.2,5.5,18.6,36.0,-15.0,-25.55793791831801,14.083333333333336,0.0
2014-01-06,-75.72,45.38,OTTAWA CDA,6105976.0,5.8,-8.2,-1.2,19.2,0.0,0.0,0.0,0.0,31.0,-20.0,-22.778968959159013,23.91304347826087,0.0
2014-01-07,-75.72,45.38,OTTAWA CDA,6105976.0,-14.0,-17.9,-16.0,34.0,0.0,0.0,0.0,0.0,29.0,-30.0,-26.389484479579504,30.91666666666667,0.0
2014-01-08,-75.72,45.38,OTTAWA CDA,6105976.0,-9.5,-16.4,-13.0,31.0,0.0,0.0,0.0,0.0,29.0,-29.0,-27.694742239789754,21.75,0.0
2014-01-09,-75.72,45.38,OTTAWA CDA,6105976.0,-7.6,-14.7,-11.2,29.2,0.0,0.0,0.5,0.2,29.0,-22.0,-24.84737111989488,9.333333333333334,0.0
2014-01-10,-75.72,45.38,OTTAWA CDA,6105976.0,-1.5,-15.1,-8.3,26.3,0.0,0.0,0.0,0.0,29.0,-19.0,-21.923685559947444,9.791666666666666,0.0
2014-01-11,-75.72,45.38,OTTAWA CDA,6105976.0,6.5,-6.5,0.0,18.0,0.0,3.2,0.0,3.2,29.0,-11.0,-16.461842779973722,16.583333333333332,0.0
2014-01-12,-75.72,45.38,OTTAWA CDA,6105976.0,3.0,0.0,1.5,16.5,0.0,0.6,0.0,0.6,26.0,0.0,-8.230921389986861,23.0,0.0
2014-01-13,-75.72,45.38,OTTAWA CDA,6105976.0,6.2,-2.5,1.9,16.1,0.0,0.5,0.0,0.5,25.0,-6.0,-7.11546069499343,15.583333333333336,0.0
2014-01-14,-75.72,45.38,OTTAWA CDA,6105976.0,5.2,2.2,3.7,14.3,0.0,0.0,0.0,0.0,20.0,-8.0,-7.557730347496714,13.333333333333336,0.0
2014-01-15,-75.72,45.38,OTTAWA CDA,6105976.0,2.2,-8.1,-3.0,21.0,0.0,0.0,0.0,0.0,20.0,-11.0,-9.278865173748358,13.916666666666664,0.0
2014-01-16,-75.72,45.38,OTTAWA CDA,6105976.0,-1.2,-9.0,-5.1,23.1,0.0,0.0,0.0,0.0,19.0,-11.0,-10.13943258687418,10.0,0.0
2014-01-17,-75.72,45.38,OTTAWA CDA,6105976.0,0.0,-5.2,-2.6,20.6,0.0,0.0,1.0,0.4,19.0,-11.0,-10.56971629343709,12.083333333333336,0.0
2014-01-18,-75.72,45.38,OTTAWA CDA,6105976.0,-0.9,-9.0,-5.0,23.0,0.0,0.0,0.5,0.4,21.0,-12.0,-11.284858146718545,7.0,0.0
2014-01-19,-75.72,45.38,OTTAWA CDA,6105976.0,-2.4,-6.5,-4.5,22.5,0.0,0.0,3.5,0.9,22.0,-16.0,-13.642429073359272,24.16666666666667,0.0
2014-01-20,-75.72,45.38,OTTAWA CDA,6105976.0,-15.1,-17.7,-16.4,34.4,0.0,0.0,0.0,0.0,24.0,-32.0,-22.82121453667964,21.20833333333333,0.0
2014-01-21,-75.72,45.38,OTTAWA CDA,6105976.0,-20.5,-25.0,-22.8,40.8,0.0,0.0,0.0,0.0,20.0,-36.0,-29.410607268339817,12.5,0.0
2014-01-22,-75.72,45.38,OTTAWA CDA,6105976.0,-17.1,-26.7,-21.9,39.9,0.0,0.0,0.0,0.0,20.0,-37.0,-33.205303634169915,13.458333333333336,0.0
2014-01-23,-75.72,45.38,OTTAWA CDA,6105976.0,-18.6,-25.0,-21.8,39.8,0.0,0.0,0.0,0.0,19.0,-34.0,-33.602651817084954,15.583333333333336,0.0
2014-01-24,-75.72,45.38,OTTAWA CDA,6105976.0,-7.7,-26.4,-17.1,35.1,0.0,0.0,2.0,0.6,19.0,-36.0,-34.80132590854248,17.958333333333332,0.0
2014-01-25,-75.72,45.38,OTTAWA CDA,6105976.0,-5.0,-14.5,-9.8,27.8,0.0,0.0,2.0,1.5,21.0,-32.0,-33.40066295427124,29.66666666666667,0.0
2014-01-26,-75.72,45.38,OTTAWA CDA,6105976.0,-13.4,-23.5,-18.5,36.5,0.0,0.0,7.0,4.7,22.0,-34.0,-33.70033147713562,15.5,0.0
2014-01-27,-75.72,45.38,OTTAWA CDA,6105976.0,-7.3,-17.4,-12.4,30.4,0.0,0.0,0.0,0.0,27.0,-29.0,-31.35016573856781,20.75,0.0
2014-01-28,-75.72,45.38,OTTAWA CDA,6105976.0,-10.5,-23.6,-17.1,35.1,0.0,0.0,0.0,0.0,24.0,-32.0,-31.675082869283905,20.58333333333333,0.0
2014-01-29,-75.72,45.38,OTTAWA CDA,6105976.0,-10.2,-17.1,-13.7,31.7,0.0,0.0,0.0,0.0,26.0,-26.0,-28.837541434641953,24.20833333333333,0.0
2014-01-30,-75.72,45.38,OTTAWA CDA,6105976.0,-1.7,-16.2,-9.0,27.0,0.0,0.0,0.0,0.0,24.0,-24.0,-26.418770717320967,19.0,0.0
2014-01-31,-75.72,45.38,OTTAWA CDA,6105976.0,0.3,-6.1,-2.9,20.9,0.0,0.0,0.0,0.0,24.0,-12.0,-19.209385358660487,18.916666666666668,0.0
2014-02-01,-75.72,45.38,OTTAWA CDA,6105976.0,-3.5,-16.0,-9.8,27.8,0.0,0.0,14.0,13.4,25.0,-18.0,-18.60469267933024,10.875,0.0
2014-02-02,-75.72,45.38,OTTAWA CDA,6105976.0,-1.5,-6.0,-3.8,21.8,0.0,0.0,0.0,0.0,37.0,-12.0,-15.30234633966512,12.375,0.0
2014-02-03,-75.72,45.38,OTTAWA CDA,6105976.0,-3.7,-16.4,-10.1,28.1,0.0,0.0,0.0,0.0,36.0,-21.0,-18.151173169832557,7.916666666666668,0.0
2014-02-04,-75.72,45.38,OTTAWA CDA,6105976.0,-4.7,-15.2,-10.0,28.0,0.0,0.0,0.0,0.0,37.0,-20.0,-19.07558658491628,8.583333333333334,0.0
2014-02-05,-75.72,45.38,OTTAWA CDA,6105976.0,-7.9,-10.0,-9.0,27.0,0.0,0.0,1.8,1.0,37.0,-25.0,-22.03779329245814,16.833333333333332,0.0
2014-02-06,-75.72,45.38,OTTAWA CDA,6105976.0,-8.4,-21.1,-14.8,32.8,0.0,0.0,0.0,0.0,37.0,-28.0,-25.01889664622907,12.041666666666664,0.0
2014-02-07,-75.72,45.38,OTTAWA CDA,6105976.0,-7.3,-11.0,-9.2,27.2,0.0,0.0,0.0,0.0,37.0,-22.0,-23.509448323114533,21.79166666666667,0.0
2014-02-08,-75.72,45.38,OTTAWA CDA,6105976.0,-6.2,-16.3,-11.3,29.3,0.0,0.0,0.0,0.0,37.0,-23.0,-23.25472416155727,13.375,0.0
2014-02-09,-75.72,45.38,OTTAWA CDA,6105976.0,-6.0,-11.4,-8.7,26.7,0.0,0.0,3.0,1.2,37.0,-16.0,-19.62736208077863,5.75,0.0
2014-02-10,-75.72,45.38,OTTAWA CDA,6105976.0,-7.0,-16.6,-11.8,29.8,0.0,0.0,0.0,0.0,39.0,-23.0,-21.31368104038932,12.25,0.0
2014-02-11,-75.72,45.38,OTTAWA CDA,6105976.0,-11.8,-21.0,-16.4,34.4,0.0,0.0,0.0,0.0,38.0,-29.0,-25.156840520194656,13.291666666666664,0.0
2014-02-12,-75.72,45.38,OTTAWA CDA,6105976.0,-8.6,-26.6,-17.6,35.6,0.0,0.0,0.0,0.0,37.0,-32.0,-28.578420260097328,9.666666666666666,0.0
2014-02-13,-75.72,45.38,OTTAWA CDA,6105976.0,-4.7,-18.9,-11.8,29.8,0.0,0.0,5.8,2.9,37.0,-27.0,-27.789210130048666,14.041666666666664,0.0
2014-02-14,-75.72,45.38,OTTAWA CDA,6105976.0,-3.5,-7.8,-5.7,23.7,0.0,0.0,5.0,2.6,40.0,-15.0,-21.394605065024333,19.666666666666668,0.0
2014-02-15,-75.72,45.38,OTTAWA CDA,6105976.0,-4.0,-15.5,-9.8,27.8,0.0,0.0,0.0,0.0,44.0,-20.0,-20.697302532512172,10.0,0.0
2014-02-16,-75.72,45.38,OTTAWA CDA,6105976.0,-9.9,-18.0,-14.0,32.0,0.0,0.0,0.0,0.0,44.0,-28.0,-24.348651266256084,21.416666666666668,0.0
2014-02-17,-75.72,45.38,OTTAWA CDA,6105976.0,-8.3,-20.2,-14.3,32.3,0.0,0.0,1.5,1.0,41.0,-30.0,-27.17432563312804,12.75,0.0
2014-02-18,-75.72,45.38,OTTAWA CDA,6105976.0,-4.0,-18.7,-11.4,29.4,0.0,0.0,1.5,0.5,41.0,-27.0,-27.08716281656402,17.833333333333332,0.0
2014-02-19,-75.72,45.38,OTTAWA CDA,6105976.0,0.4,-11.0,-5.3,23.3,0.0,0.0,0.0,0.0,43.0,-12.0,-19.543581408282012,12.375,0.0
2014-02-20,-75.72,45.38,OTTAWA CDA,6105976.0,1.9,-9.8,-4.0,22.0,0.0,9.8,0.0,9.8,43.0,-13.0,-16.271790704141008,12.166666666666664,0.0
2014-02-21,-75.72,45.38,OTTAWA CDA,6105976.0,4.2,-0.5,1.9,16.1,0.0,16.7,0.0,16.7,42.0,-7.0,-11.6358953520705,27.33333333333333,0.0
2014-02-22,-75.72,45.38,OTTAWA CDA,6105976.0,5.2,-2.0,1.6,16.4,0.0,0.0,0.0,0.0,39.0,-8.0,-9.817947676035251,27.125,0.0
2014-02-23,-75.72,45.38,OTTAWA CDA,6105976.0,1.2,-7.5,-3.2,21.2,0.0,0.0,0.0,0.0,38.0,-13.0,-11.408973838017626,17.833333333333332,0.0
2014-02-24,-75.72,45.38,OTTAWA CDA,6105976.0,-7.4,-10.8,-9.1,27.1,0.0,0.0,0.0,0.0,37.0,-20.0,-15.704486919008813,18.75,0.0
2014-02-25,-75.72,45.38,OTTAWA CDA,6105976.0,-9.0,-15.4,-12.2,30.2,0.0,0.0,0.0,0.0,36.0,-22.0,-18.852243459504407,12.291666666666664,0.0
2014-02-26,-75.72,45.38,OTTAWA CDA,6105976.0,-10.5,-15.4,-13.0,31.0,0.0,0.0,1.3,0.8,36.0,-25.0,-21.926121729752204,18.0,0.0
2014-02-27,-75.72,45.38,OTTAWA CDA,6105976.0,-8.4,-17.1,-12.8,30.8,0.0,0.0,0.8,0.4,36.0,-25.0,-23.463060864876102,19.83333333333333,0.0
2014-02-28,-75.72,45.38,OTTAWA CDA,6105976.0,-12.0,-21.2,-16.6,34.6,0.0,0.0,4.5,3.0,36.0,-32.0,-27.73153043243805,16.75,0.0
2014-03-01,-75.72,45.38,OTTAWA CDA,6105976.0,-2.6,-16.5,-9.6,27.6,0.0,0.0,5.0,2.8,41.0,-24.0,-25.865765216219025,14.708333333333336,0.0
2014-03-02,-75.72,45.38,OTTAWA CDA,6105976.0,-10.0,-14.0,-12.0,30.0,0.0,0.0,0.0,0.0,43.0,-26.0,-25.932882608109512,16.333333333333332,0.0
2014-03-03,-75.72,45.38,OTTAWA CDA,6105976.0,-13.7,-22.0,-17.9,35.9,0.0,0.0,0.0,0.0,42.0,-31.0,-28.466441304054758,16.791666666666668,0.0
2014-03-04,-75.72,45.38,OTTAWA CDA,6105976.0,-8.5,-22.9,-15.7,33.7,0.0,0.0,4.0,1.6,40.0,-29.0,-28.733220652027374,9.166666666666666,0.0
2014-03-05,-75.72,45.38,OTTAWA CDA,6105976.0,-7.3,-17.9,-12.6,30.6,0.0,0.0,0.0,0.0,46.0,-26.0,-27.36661032601369,11.958333333333336,0.0
2014-03-06,-75.72,45.38,OTTAWA CDA,6105976.0,-5.8,-22.8,-14.3,32.3,0.0,0.0,0.0,0.0,45.0,-26.0,-26.683305163006846,9.0,0.0
2014-03-07,-75.72,45.38,OTTAWA CDA,6105976.0,1.0,-20.2,-9.6,27.6,0.0,0.0,0.0,0.0,41.0,-29.0,-27.84165258150342,13.0,0.0
2014-03-08,-75.72,45.38,OTTAWA CDA,6105976.0,0.0,-3.0,-1.5,19.5,0.0,0.0,0.0,0.0,40.0,-13.0,-20.42082629075171,16.0,0.0
2014-03-09,-75.72,45.38,OTTAWA CDA,6105976.0,-1.7,-15.5,-8.6,26.6,0.0,0.0,1.0,0.8,40.0,-22.0,-21.210413145375856,14.583333333333336,0.0
2014-03-10,-75.72,45.38,OTTAWA CDA,6105976.0,3.0,-5.4,-1.2,19.2,0.0,0.0,2.6,3.2,41.0,-10.0,-15.605206572687928,9.625,0.0
2014-03-11,-75.72,45.38,OTTAWA CDA,6105976.0,5.1,0.2,2.7,15.3,0.0,0.0,0.0,0.0,41.0,0.0,-7.802603286343964,14.375,0.0
2014-03-12,-75.72,45.38,OTTAWA CDA,6105976.0,-4.3,-10.2,-7.3,25.3,0.0,0.0,8.1,6.2,37.0,-23.0,-15.401301643171983,25.625,0.0
2014-03-13,-75.72,45.38,OTTAWA CDA,6105976.0,-8.3,-18.3,-13.3,31.3,0.0,0.0,0.0,0.0,39.0,-31.0,-23.200650821585988,27.16666666666667,0.0
2014-03-14,-75.72,45.38,OTTAWA CDA,6105976.0,7.5,-15.6,-4.1,22.1,0.0,0.0,0.0,0.0,38.0,-19.0,-21.100325410792998,14.791666666666664,0.0
2014-03-15,-75.72,45.38,OTTAWA CDA,6105976.0,1.8,-2.5,-0.4,18.4,0.0,0.0,0.0,0.0,37.0,-16.0,-18.5501627053965,25.41666666666667,0.0
2014-03-16,-75.72,45.38,OTTAWA CDA,6105976.0,-10.6,-16.0,-13.3,31.3,0.0,0.0,0.0,0.0,36.0,-27.0,-22.77508135269825,22.25,0.0
2014-03-17,-75.72,45.38,OTTAWA CDA,6105976.0,-5.9,-20.6,-13.3,31.3,0.0,0.0,0.0,0.0,36.0,-27.0,-24.88754067634913,8.5,0.0
2014-03-18,-75.72,45.38,OTTAWA CDA,6105976.0,-2.7,-16.0,-9.4,27.4,0.0,0.0,0.0,0.0,36.0,-21.0,-22.943770338174566,15.041666666666664,0.0
2014-03-19,-75.72,45.38,OTTAWA CDA,6105976.0,3.2,-8.3,-2.6,20.6,0.0,5.6,3.0,9.6,36.0,-16.0,-19.47188516908728,19.375,0.0
2014-03-20,-75.72,45.38,OTTAWA CDA,6105976.0,3.2,-2.5,0.4,17.6,0.0,0.0,0.0,0.0,36.0,-8.0,-13.73594258454364,23.91666666666667,0.0
2014-03-21,-75.72,45.38,OTTAWA CDA,6105976.0,2.0,-3.4,-0.7,18.7,0.0,0.0,2.0,1.8,35.0,-10.0,-11.867971292271822,23.83333333333333,0.0
2014-03-22,-75.72,45.38,OTTAWA CDA,6105976.0,1.5,-6.0,-2.3,20.3,0.0,0.0,5.0,4.8,38.0,-12.0,-11.933985646135907,19.541666666666668,0.0
2014-03-23,-75.72,45.38,OTTAWA CDA,6105976.0,-7.3,-14.0,-10.7,28.7,0.0,0.0,0.0,0.0,40.0,-25.0,-18.466992823067955,22.375,0.0
2014-03-24,-75.72,45.38,OTTAWA CDA,6105976.0,-2.3,-18.1,-10.2,28.2,0.0,0.0,0.0,0.0,38.0,-23.0,-20.733496411533977,10.958333333333336,0.0
2014-03-25,-75.72,45.38,OTTAWA CDA,6105976.0,-0.7,-16.3,-8.5,26.5,0.0,0.0,0.0,0.0,38.0,-19.0,-19.86674820576699,11.291666666666664,0.0
2014-03-26,-75.72,45.38,OTTAWA CDA,6105976.0,-5.0,-11.0,-8.0,26.0,0.0,0.0,0.0,0.0,38.0,-20.0,-19.93337410288349,24.16666666666667,0.0
2014-03-27,-75.72,45.38,OTTAWA CDA,6105976.0,1.9,-14.5,-6.3,24.3,0.0,0.0,2.5,2.3,38.0,-22.0,-20.966687051441745,12.375,0.0
2014-03-28,-75.72,45.38,OTTAWA CDA,6105976.0,5.5,-4.6,0.5,17.5,0.0,10.6,0.0,10.6,40.0,-10.0,-15.483343525720873,16.25,0.0
2014-03-29,-75.72,45.38,OTTAWA CDA,6105976.0,2.5,-0.2,1.2,16.8,0.0,0.0,11.2,11.2,35.0,-5.0,-10.241671762860435,17.5,0.0
2014-03-30,-75.72,45.38,OTTAWA CDA,6105976.0,4.4,-2.1,1.2,16.8,0.0,0.0,0.0,0.0,45.0,-7.0,-8.620835881430219,23.95833333333333,0.0
2014-03-31,-75.72,45.38,OTTAWA CDA,6105976.0,8.8,-2.6,3.1,14.9,0.0,0.0,0.0,0.0,38.0,-7.0,-7.810417940715108,11.916666666666664,0.0
2014-04-01,-75.72,45.38,OTTAWA CDA,6105976.0,4.4,-3.8,0.3,17.7,0.0,0.0,0.0,0.0,35.0,-7.0,-7.405208970357554,21.54166666666667,0.0
2014-04-02,-75.72,45.38,OTTAWA CDA,6105976.0,7.3,1.0,4.2,13.8,0.0,0.0,0.0,0.0,34.0,-5.0,-6.202604485178777,21.79166666666667,0.0
